id,Name,processed_text,cluster_k10,cluster_k25,cluster_k50
953,"Наклейка 40*20мм УЕК ""220В"" YPC10-0220V-1-100",наклейка 40 20мм уек 220в ypc10 0220v 1 100,5,11,24
954,Перемикач 3-полюсний 1-0-2 УЕК ALCLR-22 1з+1в BSW10-ALCLR-3-K02-U,перемикач 3 полюсний 1 0 2 уек alclr 22 1з 1в bsw10 alclr 3 k02 u,5,11,23
955,Лампа компактна Osram G23 11W/840 DULUX S,лампа компактна osram g23 11w 840 dulux s,10,22,42
956,Лампа рефлекторна Іскра Е14 R39 30W,лампа рефлекторна іскра е14 r39 30w,10,22,41
957,Лампа компактна Osram G23 11W/840 DULUX S,лампа компактна osram g23 11w 840 dulux s,10,22,42
958,"Реле часу DIN багатофункціональне ETI 0,1с-10 днів CRM-91H UNI 1 модульне 2470001 AC/DC 12-240",реле часу din багатофункціональне eti 0 1с 10 днів crm 91h uni 1 модульне 2470001 ac dc 12 240,6,14,31
959,Лампа компактна Osram G23 11W/840 DULUX S,лампа компактна osram g23 11w 840 dulux s,10,22,42
960,"РЖ кабель зовнішній з пропиткою F660BVF FinMark RG-6 1,0 (екран 64*0,16 мм)",рж кабель зовнішній з пропиткою f660bvf finmark rg 6 1 0 екран 64 0 16 мм,3,4,10
961,"Клема з’єднувальна з пастою Wago 2273-242 2*0,5-2,5 кв.мм прозора/біла (для монолітних проводів)",клема з єднувальна з пастою wago 2273 242 2 0 5 2 5 кв мм прозора біла для монолітних проводів,2,3,6
962,Перехідник E.Next e.lamp adapter.GU10/Е27.white з патрону GU10 на Е27 пластиковий s9100042,перехідник e next e lamp adapter gu10 е27 white з патрону gu10 на е27 пластиковий s9100042,7,15,33
963,Вимикач ножний E.Next e.fs.01 пластиковий p0810151,вимикач ножний e next e fs 01 пластиковий p0810151,1,2,3
964,Лампа компактна Osram G23 9W/840 DULUX S,лампа компактна osram g23 9w 840 dulux s,10,22,42
965,"Колодязь кабельний пластиковий E.Next e.manhole.300.300.300.cover, 300х300х300мм, з кришкою  CP303030",колодязь кабельний пластиковий e next e manhole 300 300 300 cover 300х300х300мм з кришкою cp303030,1,2,4
966,"Запобіжник mini 250V ETI CH 5*20 F 2,5А 6710021",запобіжник mini 250v eti ch 5 20 f 2 5а 6710021,10,25,49
967,Лампа галогенова 220V Feron G9 35W JCD 2188,лампа галогенова 220v feron g9 35w jcd 2188,10,22,42
968,Лампа люмінесцентна Philips G13 30W/54 TLD Standart (залишок 1 шт),лампа люмінесцентна philips g13 30w 54 tld standart залишок 1 шт,10,22,44
969,Розетка із заземлюючим контактом з кришкою ETI IP54 RHE-1s-KR 4668050 коричнева,розетка із заземлюючим контактом з кришкою eti ip54 rhe 1s kr 4668050 коричнева,4,9,21
970,Колодка клемна для голих ліній передач Білмакс КП 95К 1-п з кришкою 1*95/4*16,колодка клемна для голих ліній передач білмакс кп 95к 1 п з кришкою 1 95 4 16,2,3,8
971,"Арматура світлосигнальна з індикатором напруги та струму e.ad22.va Ø22мм, 50-500В, 0-100 А E.Next",арматура світлосигнальна з індикатором напруги та струму e ad22 va ø22мм 50 500в 0 100 а e next,3,8,18
972,"Пластикова рамка E.Next  e.f.es.rxj.01, для намотування кабелю s042201",пластикова рамка e next e f es rxj 01 для намотування кабелю s042201,3,4,11
973,Лампа метало-галогенова E.Next e.lamp.mhl.rх7s.70 патрон rх7s 70Вт l0150003,лампа метало галогенова e next e lamp mhl rх7s 70 патрон rх7s 70вт l0150003,7,15,33
974,Лампа для холодильника РП Іскра Е14 230B 15W S25 прозора,лампа для холодильника рп іскра е14 230b 15w s25 прозора,10,22,41
975,П-274М провід,п 274м провід,2,3,8
976,Реле контролю напруги однофазне E.Next e.control.v02  p0690007,реле контролю напруги однофазне e next e control v02 p0690007,8,20,38
977,Вилка із заземлюючим контактом з вимикачем та підсвіткою Legrand 16А 50409 біла,вилка із заземлюючим контактом з вимикачем та підсвіткою legrand 16а 50409 біла,2,3,8
978,Вилка із заземлюючим контактом з вимикачем та підсвіткою Legrand 16А 50409 біла,вилка із заземлюючим контактом з вимикачем та підсвіткою legrand 16а 50409 біла,2,3,8
979,"Шина ""N"" DIN в корпусі E.Next p0650006 4*15 груп e.cbs.pro.4.15",шина n din в корпусі e next p0650006 4 15 груп e cbs pro 4 15,3,6,16
980,"Диференційний автомат 2-полюсний Easy 9 Schneider 4,5kA AC EZ9D34616 C 16/0,03А",диференційний автомат 2 полюсний easy 9 schneider 4 5ka ac ez9d34616 c 16 0 03а,1,2,3
981,Шина DIN перфорована E.Next s023001 L-100см e.din.stand.rail.101,шина din перфорована e next s023001 l 100см e din stand rail 101,6,14,31
982,Шина нульова E.Next e.cbs.pro.2.15 в корпусі на DIN-рейку  p0650003,шина нульова e next e cbs pro 2 15 в корпусі на din рейку p0650003,3,6,16
983,"Шина ""N"" DIN в корпусі E.Next p0650001 2* 7 груп e.cbs.pro.2.7",шина n din в корпусі e next p0650001 2 7 груп e cbs pro 2 7,3,6,16
984,Стартер Іскра 80С-220,стартер іскра 80с 220,3,8,18
985,"Патрон керамічний Е27 без кріплення, мідний контакт (Без маркування) E.Next s9100117p",патрон керамічний е27 без кріплення мідний контакт без маркування e next s9100117p,1,2,5
986,Патрон підвісний керамічний E.Next Е27 s9100014,патрон підвісний керамічний e next е27 s9100014,1,2,5
987,"Патрон керамічний Е27 без кріплення, мідний контакт E.Next s9100117",патрон керамічний е27 без кріплення мідний контакт e next s9100117,1,2,5
988,"Патрон бакелітовий E.Next e.lamp socket wall sidE.Next e.E27.bk.black, настінний Е27, чорний s9100019",патрон бакелітовий e next e lamp socket wall side next e e27 bk black настінний е27 чорний s9100019,7,15,33
989,Патрон пластиковий підвісний E.Next Е27 s9100009 чорний,патрон пластиковий підвісний e next е27 s9100009 чорний,1,2,5
990,Корпус вбудований пластикові дверки Cosmos IP40 Hager VR212PD 2*12 модулів ніша 290*333*72mm,корпус вбудований пластикові дверки cosmos ip40 hager vr212pd 2 12 модулів ніша 290 333 72mm,5,12,29
991,"Інструмент для обтиску ізольованих наконечників 1,5-6,0 кв.мм E.Next e.tool.crimp.hs.30.j.0,5.6 t002002",інструмент для обтиску ізольованих наконечників 1 5 6 0 кв мм e next e tool crimp hs 30 j 0 5 6 t002002,7,16,34
992,"Силовий автоматичний вимикач E.Next i0010004 e.industrial.ukm.60S.63, 3р, 63А",силовий автоматичний вимикач e next i0010004 e industrial ukm 60s 63 3р 63а,1,2,5
993,"Сигнальний кабель 6х0.22 біметал, неекранований Alarm Cable",сигнальний кабель 6х0 22 біметал неекранований alarm cable,8,18,36
994,"Патрон керамічний G5,3 довжина проводу 12 см E.Next s9100012",патрон керамічний g5 3 довжина проводу 12 см e next s9100012,1,2,5
995,Таймер DIN добовий Hager інтервал 15 хвилин 16А 3 модульне EH110 (1 перемикаючий контакт) без резерву ходу,таймер din добовий hager інтервал 15 хвилин 16а 3 модульне eh110 1 перемикаючий контакт без резерву ходу,1,2,3
996,"Диференційний автоматичний вимикач 2-полюси Hager AD866J C AC-16/0,03А",диференційний автоматичний вимикач 2 полюси hager ad866j c ac 16 0 03а,1,2,3
997,"Вимикач автоматичний 3-полюсний Easy 9 Schneider 4,5kA EZ9F34325 C 25А",вимикач автоматичний 3 полюсний easy 9 schneider 4 5ka ez9f34325 c 25а,1,2,3
998,"Вимикач автоматичний 1-полюсний E.Next 4,5кА s002004 4A e.mcb.stand.45.1.C4",вимикач автоматичний 1 полюсний e next 4 5ка s002004 4a e mcb stand 45 1 c4,1,1,2
999,Світильник вбудований круглий LED D120(107) 470lm Lezard 442RRP-06 6W/4200K,світильник вбудований круглий led d120 107 470lm lezard 442rrp 06 6w 4200k,1,1,1
1000,"Патрон бакелітовий E.Next e.lamp socket wall sidE.Next e.E27.bk.black, настінний Е27, чорний s9100019",патрон бакелітовий e next e lamp socket wall side next e e27 bk black настінний е27 чорний s9100019,7,15,33
